"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Saldan Y.R.; Zagoruiko L.V.; Martianova T.A.; Sergey S.P.; Chernov D.V.; Ivanochko I.; Zilgaraeva A.K.","Saldan, Yosip R. (57214572105); Zagoruiko, Lubov V. (7801527048); Martianova, Tetiana A. (57208031375); Sergey, Serhiienko P. (25929554700); Chernov, Dmytro V. (57225432711); Ivanochko, Iryna (57035614300); Zilgaraeva, Alya K. (57189702183)","57214572105; 7801527048; 57208031375; 25929554700; 57225432711; 57035614300; 57189702183","Personal data protection with smart cards using eye-ground image recognition technique","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100905721&partnerID=40&md5=159ee24d9c2905b15616c31aa3863359","Pirogov National Medical University of Vinnytsia, Ukraine; Stus National University of Donetsk, Vinnytsia, Ukraine; University of Vienna, Vienna, Austria; Satbayev University, Almaty, Kazakhstan","Saldan Y.R., Pirogov National Medical University of Vinnytsia, Ukraine; Zagoruiko L.V., Stus National University of Donetsk, Vinnytsia, Ukraine; Martianova T.A.; Sergey S.P.; Chernov D.V.; Ivanochko I., University of Vienna, Vienna, Austria; Zilgaraeva A.K., Satbayev University, Almaty, Kazakhstan","16130073","",""
"Cherkez E.A.; Medinets V.I.; Pavlik T.V.; Gazyetov Ye.I.; Medinets S.V.; Kozlova T.V.","Cherkez, E.A. (15126802100); Medinets, V.I. (6508144045); Pavlik, T.V. (57219608025); Gazyetov, Ye.I. (57219613236); Medinets, S.V. (36161375000); Kozlova, T.V. (57219614592)","15126802100; 6508144045; 57219608025; 57219613236; 36161375000; 57219614592","Using of Landsat space images to study the dynamic of coastline changes in the Black Sea north-western part in 1983-2013","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094188723&partnerID=40&md5=91b9daa91b0d633f32106047ad8de629","Odessa National I. I. Mechnikov University, Ukraine","Cherkez E.A., Odessa National I. I. Mechnikov University, Ukraine; Medinets V.I., Odessa National I. I. Mechnikov University, Ukraine; Pavlik T.V., Odessa National I. I. Mechnikov University, Ukraine; Gazyetov Ye.I., Odessa National I. I. Mechnikov University, Ukraine; Medinets S.V., Odessa National I. I. Mechnikov University, Ukraine; Kozlova T.V., Odessa National I. I. Mechnikov University, Ukraine","","",""
"Bilyk Z.I.; Shapovalov Y.B.; Shapovalov V.B.; Megalinska A.P.; Andruszkiewicz F.; Dołhańczuk-Śródka A.","Bilyk, Zhanna I. (57204965320); Shapovalov, Yevhenii B. (57204963678); Shapovalov, Viktor B. (57204966557); Megalinska, Anna P. (57214945842); Andruszkiewicz, Fabian (57218562742); Dołhańczuk-Śródka, Agnieszka (14065710100)","57204965320; 57204963678; 57204966557; 57214945842; 57218562742; 14065710100","Assessment of mobile phone applications feasibility on plant recognition: Comparison with Google Lens AR-app","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096946040&partnerID=40&md5=f9843ada23f1e41349a08008b3488fde","National Center ""junior Academy of Sciences of Ukraine"", 38/44 Dehtiarivska Str., Kyiv, 04119, Ukraine; National Dragomanov Pedagogical University, 9 Pyrogova Str., Kyiv, 01601, Ukraine; Uniwersytet Opolski, 11a Kopernika pl., Opole, 45-040, Poland","Bilyk Z.I., National Center ""junior Academy of Sciences of Ukraine"", 38/44 Dehtiarivska Str., Kyiv, 04119, Ukraine; Shapovalov Y.B., National Center ""junior Academy of Sciences of Ukraine"", 38/44 Dehtiarivska Str., Kyiv, 04119, Ukraine; Shapovalov V.B., National Center ""junior Academy of Sciences of Ukraine"", 38/44 Dehtiarivska Str., Kyiv, 04119, Ukraine; Megalinska A.P., National Dragomanov Pedagogical University, 9 Pyrogova Str., Kyiv, 01601, Ukraine; Andruszkiewicz F., Uniwersytet Opolski, 11a Kopernika pl., Opole, 45-040, Poland; Dołhańczuk-Śródka A., Uniwersytet Opolski, 11a Kopernika pl., Opole, 45-040, Poland","16130073","",""
"Stepanenko A.; Oliinyk A.; Fedorchenko I.","Stepanenko, Alexander (57200940453); Oliinyk, Andrii (55120940800); Fedorchenko, Ievgen (57207759425)","57200940453; 55120940800; 57207759425","Application of the fuzzy clustering technique for processing and analysis of medical images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085497504&partnerID=40&md5=c801df94c88f1226774b62f5252b3c73","Department of Software Tools, National University “Zaporizhzhia Polytechnic”, 64 Zhukovskoho str., Zaporizhzhia, 69063, Ukraine","Stepanenko A., Department of Software Tools, National University “Zaporizhzhia Polytechnic”, 64 Zhukovskoho str., Zaporizhzhia, 69063, Ukraine; Oliinyk A., Department of Software Tools, National University “Zaporizhzhia Polytechnic”, 64 Zhukovskoho str., Zaporizhzhia, 69063, Ukraine; Fedorchenko I., Department of Software Tools, National University “Zaporizhzhia Polytechnic”, 64 Zhukovskoho str., Zaporizhzhia, 69063, Ukraine","16130073","",""
"Parsova V.; Stoiko N.; Kryshenyk N.; Mirzayev N.","Parsova, Velta (55695044900); Stoiko, Nataliia (57196450338); Kryshenyk, Nadiia (57202640359); Mirzayev, Natig (57207189034)","55695044900; 57196450338; 57202640359; 57207189034","Application of remote sensing method for determination of arable land degradation","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088457328&doi=10.22616%2fERDev.2020.19.TF441&partnerID=40&md5=22b9f6905ed3b5291dafdcb12cbea479","Latvia University of Life Sciences and Technologies, Latvia; Lviv National Agrarian University, Ukraine; Lviv Polytechnic National University, Ukraine; Lankaran State University, Azerbaijan","Parsova V., Latvia University of Life Sciences and Technologies, Latvia; Stoiko N., Lviv National Agrarian University, Ukraine; Kryshenyk N., Lviv Polytechnic National University, Ukraine; Mirzayev N., Lankaran State University, Azerbaijan","16913043","",""
"Lobuzin I.V.","Lobuzin, Ivan Volodmyrovych (57225107443)","57225107443","Electronic collections of Ukrainica in the web environment: Organization and technology of formation of resources of manuscript and book sources in V. I. Vernadskyi national library of Ukraine","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109150239&partnerID=40&md5=18b59f0cbe6bf3c746df69515dbf8e7e","Department of Information and Communication Technologies of Institute of Information Technology of V. I. Vernadskyi National Library of Ukraine, Ukraine","Lobuzin I.V., Department of Information and Communication Technologies of Institute of Information Technology of V. I. Vernadskyi National Library of Ukraine, Ukraine","22224203","",""
"Mozgovoy D.K.; Kapulin D.V.; Svinarenko D.N.; Sablinskii A.I.; Yamskikh T.N.; Tsarev R.Y.","Mozgovoy, D.K. (15122731600); Kapulin, D.V. (57193788416); Svinarenko, D.N. (57214167505); Sablinskii, A.I. (57218577234); Yamskikh, T.N. (57196280789); Tsarev, R. Yu. (56491129700)","15122731600; 57193788416; 57214167505; 57218577234; 57196280789; 56491129700","Automated detection of anthropogenic changes in municipal infrastructure with satellite sub-meter resolution imagery","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089626247&doi=10.1007%2f978-3-030-51974-2_35&partnerID=40&md5=9c91db19ba3dd49040966ed4adc2f666","Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Kemerovo State University, 73, Sovetsky Prospect, Kemerovo, 650043, Russian Federation; Krasnoyarsk State Agrarian University, 90, Procpect Mira, Krasnoyarsk, 660049, Russian Federation","Mozgovoy D.K., Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Kapulin D.V., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Svinarenko D.N., Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Sablinskii A.I., Kemerovo State University, 73, Sovetsky Prospect, Kemerovo, 650043, Russian Federation; Yamskikh T.N., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Tsarev R.Y., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation, Krasnoyarsk State Agrarian University, 90, Procpect Mira, Krasnoyarsk, 660049, Russian Federation","21945357","978-303051973-5",""
"Mozgovoy D.K.; Kapulin D.V.; Svinarenko D.N.; Yamskikh T.N.; Chikizov A.A.; Tsarev R.Y.","Mozgovoy, D.K. (15122731600); Kapulin, D.V. (57193788416); Svinarenko, D.N. (57214167505); Yamskikh, T.N. (57196280789); Chikizov, A.A. (57218576950); Tsarev, R. Yu. (56491129700)","15122731600; 57193788416; 57214167505; 57196280789; 57218576950; 56491129700","Geometry-based automated recognition of objects on satellite images of sub-meter resolution","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089623253&doi=10.1007%2f978-3-030-51974-2_36&partnerID=40&md5=468abedf05c07b74bb9a79cc6cee555c","Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Krasnoyarsk State Agrarian University, 90, Procpect Mira, Krasnoyarsk, 660049, Russian Federation","Mozgovoy D.K., Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Kapulin D.V., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Svinarenko D.N., Oles Honchar Dnipro National University, 72, Gagarin Prospect, Dnipro, 49000, Ukraine; Yamskikh T.N., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Chikizov A.A., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation; Tsarev R.Y., Siberian Federal University, 79, Svobodny Prospect, Krasnoyarsk, 660041, Russian Federation, Krasnoyarsk State Agrarian University, 90, Procpect Mira, Krasnoyarsk, 660049, Russian Federation","21945357","978-303051973-5",""
"Makarichev V.O.; Lukin V.V.; Brysina I.V.; Vozel B.; Chehdi K.","Makarichev, Victor O. (41761910800); Lukin, Vladimir V. (7102438809); Brysina, Iryna V. (6507678966); Vozel, Benoit (6507361722); Chehdi, Kacem (6602079185)","41761910800; 7102438809; 6507678966; 6507361722; 6602079185","Atomic wavelets in lossy and near-lossless image compression","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093918751&doi=10.1117%2f12.2573970&partnerID=40&md5=54791046dbdfdb610b2930152d01e738","National Aerospace University, Kharkov, 61070, Ukraine; University of Rennes 1, IETR UMR CNRS 6164, Lannion Cedex, 22305, France","Makarichev V.O., National Aerospace University, Kharkov, 61070, Ukraine; Lukin V.V., National Aerospace University, Kharkov, 61070, Ukraine; Brysina I.V., National Aerospace University, Kharkov, 61070, Ukraine; Vozel B., University of Rennes 1, IETR UMR CNRS 6164, Lannion Cedex, 22305, France; Chehdi K., University of Rennes 1, IETR UMR CNRS 6164, Lannion Cedex, 22305, France","0277786X","978-151063879-2","PSISD"
"Petrov O.; Pohrebennyk V.; Kvaterniuk S.; Kvaterniuk O.; Rakytyanska H.","Petrov, Oleksandr (57218316064); Pohrebennyk, Volodymyr (56001940500); Kvaterniuk, Serhii (55645044200); Kvaterniuk, Olena (57105609100); Rakytyanska, Hanna (6505831119)","57218316064; 56001940500; 55645044200; 57105609100; 6505831119","Processing multispectral images of the surface of biotissues using fuzzy logic","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096932725&doi=10.15199%2f48.2020.12.13&partnerID=40&md5=b47f773ce439b678aff334bc6666b6e1","AGH University of Science and Technology, Department of Applied Computer Science, Aleja Adama Mickiewicza 30, Krakow, 30-059, Poland; Lviv Polytechnic National University, Department of ecological safety and nature protection activity, S. Bandera str. 12, Lviv, 79013, Ukraine; Vinnytsia National Technical University, Khmelnytske Shose 95, Vinnytsia, 21021, Ukraine; Vinnytsia Cooperative Institute, Akademika Jangelia St 59, Vinnytsia, 21000, Ukraine","Petrov O., AGH University of Science and Technology, Department of Applied Computer Science, Aleja Adama Mickiewicza 30, Krakow, 30-059, Poland; Pohrebennyk V., Lviv Polytechnic National University, Department of ecological safety and nature protection activity, S. Bandera str. 12, Lviv, 79013, Ukraine; Kvaterniuk S., Vinnytsia National Technical University, Khmelnytske Shose 95, Vinnytsia, 21021, Ukraine; Kvaterniuk O., Vinnytsia Cooperative Institute, Akademika Jangelia St 59, Vinnytsia, 21000, Ukraine; Rakytyanska H., Vinnytsia National Technical University, Khmelnytske Shose 95, Vinnytsia, 21021, Ukraine","00332097","",""
"Kovnir R.A.; Grishchenkov N.N.","Kovnir, R.A. (57212266885); Grishchenkov, N.N. (57217633696)","57212266885; 57217633696","The improved method for digital elevation modelling undermined territories of donbass on satellite images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087456021&doi=10.1201%2f9781003014577-10&partnerID=40&md5=9de0c7e71c4fc28c68212ae2c340ef59","Republican Academic R&D Institute of Mining Geology, Geomechanics, Geophysics and Mine Surveying, Donetsk, Ukraine","Kovnir R.A., Republican Academic R&D Institute of Mining Geology, Geomechanics, Geophysics and Mine Surveying, Donetsk, Ukraine; Grishchenkov N.N., Republican Academic R&D Institute of Mining Geology, Geomechanics, Geophysics and Mine Surveying, Donetsk, Ukraine","","978-036785713-4",""
"Poplavska A.A.; Vassilenko V.B.; Poplavskyi O.A.; Pavlov S.V.","Poplavska, Anna A. (57190444779); Vassilenko, Valentina B. (55245750000); Poplavskyi, Oleksandr A. (57216831949); Pavlov, Sergei V. (7103366036)","57190444779; 55245750000; 57216831949; 7103366036","Algorithm for Automated Segmentation and Feature Extraction of Thermal Images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084831797&doi=10.1007%2f978-3-030-45124-0_36&partnerID=40&md5=54d2a38319a009c15934f4a64e66d1ac","Laboratory of Instrumentation, Biomedical Engineering and Radiation Physics (LIBPHYS), NOVA School of Science and Technology, NOVA University Lisbon, Lisbon, Portugal; NMT, S.A., Parque Tecnológico de Cantanhede, Núcleo 04, Lote 3, Cantanhede, 3060-197, Portugal; Kiev National University of Construction and Architecture, Kiev, Ukraine; Vinnytsia National Technical University, Vinnytsia, Ukraine","Poplavska A.A., Laboratory of Instrumentation, Biomedical Engineering and Radiation Physics (LIBPHYS), NOVA School of Science and Technology, NOVA University Lisbon, Lisbon, Portugal, NMT, S.A., Parque Tecnológico de Cantanhede, Núcleo 04, Lote 3, Cantanhede, 3060-197, Portugal; Vassilenko V.B., Laboratory of Instrumentation, Biomedical Engineering and Radiation Physics (LIBPHYS), NOVA School of Science and Technology, NOVA University Lisbon, Lisbon, Portugal, NMT, S.A., Parque Tecnológico de Cantanhede, Núcleo 04, Lote 3, Cantanhede, 3060-197, Portugal; Poplavskyi O.A., Kiev National University of Construction and Architecture, Kiev, Ukraine; Pavlov S.V., Vinnytsia National Technical University, Vinnytsia, Ukraine","18684238","978-303045123-3",""
"Suchikova Y.; Bogdanov I.; Kovachov S.; Lopatina H.; Tsybuliak N.; Panova N.","Suchikova, Y. (36523907500); Bogdanov, I. (57197810681); Kovachov, S. (57208748653); Lopatina, H. (57200145628); Tsybuliak, N. (57200150887); Panova, N. (57216857747)","36523907500; 57197810681; 57208748653; 57200145628; 57200150887; 57216857747","Research of the structure of nanomaterials by analysis of micromorphology images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106667167&doi=10.15407%2fnnn.18.04.875&partnerID=40&md5=ff05cd82d0145d3d10a67089b6f6d053","Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine","Suchikova Y., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine; Bogdanov I., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine; Kovachov S., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine; Lopatina H., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine; Tsybuliak N., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine; Panova N., Berdyansk State Pedagogical University, 4, Schmidt Str., Berdyansk, 71100, Ukraine","18165230","",""
"Chychkarov Y.; Serhiienko A.; Syrmamiikh I.","Chychkarov, Yevhen (35321905500); Serhiienko, Anastasiia (57216956850); Syrmamiikh, Iryna (57216944908)","35321905500; 57216956850; 57216944908","Information technology of hot-metal ladle car handwritten numbers recognition from photo image","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085497239&partnerID=40&md5=7d9f5edd204d8d529e5482c1dbbabae6","Donetsk State University of Management, Mariupol, Ukraine; Pryazovskyi State Technical University, Mariupol, Ukraine","Chychkarov Y., Donetsk State University of Management, Mariupol, Ukraine; Serhiienko A., Pryazovskyi State Technical University, Mariupol, Ukraine; Syrmamiikh I., Donetsk State University of Management, Mariupol, Ukraine","16130073","",""
