University Name;Count
V.M Glushkov Institute of Cybernetics;1
Department of Armament of Radar Troops;1
Department of Algebra and Computer Mathematics;1
Samsung Research and Development Institute Ukraine (SRK);1
V.I. Vernadsky Crimean Federal Univerity;1
Lab. 236 of Virtual Environment Systems for Organization;1
Poltava Polytechnic College;1
Medical Laboratory CSD;1
Yuriy Lypa Novoyavorivsk Distric Hospital;1
State Institution « Lviv Oblast Center for Diseases Control and Prevention of Ministry of Health of Ukraine;1
Department of Phytoecology;1
Odessa Scientific Research Institute of Forensic Expertise of the Ministry of Justice of Ukraine;1
Kyiv Expert and Forensic Center of the Ministry of Internal Affairs of Ukraine;1
Department of Data Science;1
Department of Technology of Processing;1
Integrated Complexes false ;1
'PROSECUTOR GENERAL''S OFFICE OF UKRAINE';1
Department of Civil and Labour Law;1
State Institution «Dnipropetrovsk Medical Academy of the Ministry of Health of Ukraine»;1
D. F. Chebotarev Institute of Gerontology of National Academy of Medical Sciences of Ukraine;1
Computer Science Department of false ;1
false ;1
Research and development centre of Rocket Forces and Artillery of the Ukrainian Armed Forces;1
Department of Computer science and intellectual property;1
Department of Computer Engi-neering and Programming;1
South-Western Railway Regional Branch of Ukrzaliznytsia JSC;1
National Nuclear Energy Generating Company «Energoatom»;1
State Enterprise "State Road Transport Research Institute";1
Department of Physical Education & Tactical and Special Training;1
Department of Research on Communication Problems between the State and Civil Society;1
State institute "Sytenko Institute of Spine and Joint Pathology of National Academy of Medical Sciences of Ukraine";1
Odessa;1
Department of Menegement;1
Z.I. Nekrasov Institute for Iron and Steel of the N.A.S. of Ukraine;1
Automation and Mechatronics Kharkiv National University of Radioelectronics;1
'LLC ''RPC'' Robotec''';1
'false  ''Kharkov Polytechnic Institute''';1
Kharkiv Computer Technology Professional College of the false  «Kharkiv Polytechnic Institute»;1
Department of Ñomputer Intelligent Technologies and Systems;1
Department of Metrology and Information and Measuring Tåechnique;1
Department of Biomedical Engineering and Telecommunications;1
ÀCADEMICIAN STASHIS SCIENTIFIC RESEARCH INSTITUTE FOR THE STUDY OF CRIME PROBLEMS NATIONAL ACADEMY OF LAW SCIENCES OF UKRAINE;1
YAROSLAV MUDRYI NATIONAL LAW UNIVERSITY;1
'National University ''Zaporizhzhia Polytechnic ''';1
Department of media systems and technologies;1
Bilotserkivskiy Institute of Continuous Professional Education;1
Institute of Cybernetics of the NAS of Ukraine;1
Radioelectronic and Computer Systems Department;1
Department of Electronics and Computer Technology;1
Dnipropetrovs’k Regional Institute of Public Administration;1
'Chernivtsi Faculty of The National Technical University ''Kharkiv Polytechnic Institute''';1
Karpenko Physico-Mechanical Institute of The NAS of Ukraine;1
Institute Applied System Analysis;1
Institute of Nuclear Medicine and Diagnostic Radiology of NAMS of Ukraine;1
Institute of AI Problems of the MES and NAS of Ukraine;1
M. Gorky Donetsk National Medical University;1
Berdyansk State Pedagigical University;1
Electronics and Computer Systems false ;1
'''Institute of Biology and Medicine'' false ';1
V. M. Glushkov Institute of Cybernetics of The NAS of Ukraine;1
Department of Humanities Education;1
F.G. Yanovsky National Institute of Phthisiology and Pulmonology of the NAMS of Ukraine;1
V. N. Karazin National University;1
WUNU;1
M.S. Polyakov Institute of Geotechnical Mechanics under the National Academy of Sciences of Ukraine;1
LLC Institute of Applied Problems of Ecology;1
Science Library;1
Metrology and Technical Expertise Department;1
Technical University "Metinvest Polytechnic" LLC;1
Light and Shadow Publishing House;1
Department of Propedeutics of Internal Medicine N2;1
Department of Research and Innovation;1
Vinnytsia Humanities Pedagogical College;1
Department of Information and Telecommunication Technologies and Systems;1
Linguistics for Sciences Dept.;1
Department of Cybernetics and Informatics;1
High State Educational Establishment «Chernivtsi Transport College»;1
Department of Chemistry and Chemical Technology;1
Oles Honchar Dnipro National Uni-versity;1
Department of Biological and General Chemistry;1
Department of Organic Chemistry;1
National Institute of Phthisiology and Pulmonology named after F.G. Yanovsky;1
International Research and Training Center for Information Technologies ànd Systems;1
Department of Automation and Computer Technologies;1
Higher and Applied Mathematics Department;1
Department of Sociology;1
SI «V. Danilevsky Institute for Endocrine Pathology Problems of the NAMS of Ukrane»;1
Information Systems;1
Dneprovsk State Medical University;1
National Medical University. A.A. Bogomolets;1
'PHEI ''Bukovinian University''';1
Samsung RD Institute;1
'false  ''Kharkiv Polytechnic Institute';1
Institute of Mathematics of NAS of Ukraine;1
Department of Humanities and Social Sciences;1
Department of Choreographic Art;1
I. Horbachevsky" Ternopil National Medical University;1
Special Education and Psychology Department;1
Department of International Accounting and Audit;1
Department of Education Management and Law;1
Department for Deck Officers;1
Department of Printing Media Technologies and Packaging;1
R&D Department;1
Pisarenko Institute for Problems of Strength;1
Hryhoriy Skovoroda University in Pereyaslav;1
NGO «Oleksandr Yaremenko Ukrainian Institute of Social Research»;1
Department of Economics and Marketing;1
Department of Land Administration and Geographic Information Systems;1
Department of Management and Public Administration;1
Department of Hotel and Catering Industry and Business Organization;1
Department of International Economics and Marketing;1
Department of Tax Management and Financial Monitoring;1
Ukrainian Center for Training;1
Institute of Practical Cultural Studies and Art Management;1
Robert Elvorti Economics and Technology Institute;1
Didactics Department;1
International Relations and Research;1
Spilna Sprava Company;1
Institute for Digitalisation of Education of the National Academy of Educational Sciences of Ukraine;1
Classical private university;1
Department of Fundamental and Applied Problems of Endocrinology;1
Department of Civil Law and Procedure;1
Ukrorgsyntez Ltd.;1
Astronomical Observatory of Odesa I. I. Mechnykov National University;1
Department of Athletic Sports;1
Department of Combat Sports and Strength Sports;1
Department of Martial Arts;1
Kharkiv Design Institute "Teploelektroproekt-soyuz";1
Department of Computer Engineering & Information Systems;1
Department of general practice – family medicine;1
Department of hygiene;1
Kharkiv partal clinical hospital of infectious diseases;1
Department of infectious diseases;1
Department of Clinical Informatics and IT in Healthcare Management;1
Department of Obstetrics and Gynecology N 1;1
Department of Obstetrics and Gynecology N 2;1
Faculty of Intelligent Information Technology and Automation;1
Laboratory of Communicative Information Technologies;1
PWGP Labs;1
Zoological Museum;1
Department named after Professor I. M. Briukhovetsky;1
'SHEI ''Donetsk National Technical University''';1
V.N. Karazin;1
Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry;1
The Research Institute of Labor Safety and Ecology in the Mining and Metallurgical Industry;1
The Research Mining Institute of false ;1
State Research and Production Enterprise "State Information Geological Fund of Ukraine";1
Samsung R&d Institute Ukraine;1
Department of Criminal Procedure;1
Research and Production Enterprise LTU (RPELTU);1
D. F. Chebotarev State Institute of Gerontology;1
'National University of ''Kyiv-Mohyla Academy''';1
Center for Information-Analytical and Technical Support of Nuclear Power Facilities Monitoring of theNational Academy of Sciences of Ukraine;1
Department of the Pediatrics 1 and Medical Genetics;1
Department of Surveying;1
National University "Yuri Kondratyuk Poltava Polytechnic";1
Samsung R &D Institute;1
Department of Intelligent Information Technologies;1
Department of Informative and Operating Systems and Technologies;1
Rtificial Intelligence Department;1
V.P. Kukhar Institute of Bioorganic Chemistry and Petrochemistry of;1
Institute of Civil Engineering and Architecture;1
Legal Department of "CCM" SE (Publicis Groupe Ukraine);1
English Philology Department;1
Educational and Research Institute for Applied System Analysis of the false  "Igor Sikorsky Kyiv Polytechnic Institute," Ministry of Education and Science of Ukraine and the National Academy of Sciences of Ukraine;1
Institute for Applied System Analysis of Igor Sikorsky Kyiv Polytechnic Institute;1
Department of Administrative and Financial Management;1
Miratech;1
A.V. Bogatsky Physico-Chemical Institute;1
Department Internal Pathology of Pregnant Women;1
Department of Pathology of Pregnancy and Childbirth;1
Scientific Center for Aerospace Research of the Earth of the Institute of Geological Sciences of the National Academy of Sciences of Ukraine;1
Department of Civil and International Law;1
Faculty of Agronomy;1
