index;name;#publications;#publishers;publishers;density
202;Institute for Applied Problems of Mechanics and Mathematics;1;2;"8390577600; 37462216800";0,5
203;Laboratory of Endocrinology;1;2;"21333949900; 6506076846";0,5
204;Laboratory of Mathematical Modelling of Aging Processes;1;2;"6603092888; 7005064037";0,5
209;Research-and-Production Corporation Radiy;1;3;"39761089500; 36020095600; 24825431700";0,333333333
213;Representative of Meierton Refractories;1;1;42060907200;1
218;Department of Synergetics;1;1;6701809123;1
220;false Economics Institute (KEI);1;1;6602270021;1
221;Ukrainian Academy of Science;1;1;6602859713;1
222;Dedicated Computer System Department;1;1;47161155900;1
224;Institute for Problems in Materials Science of the National Academy of Sciences of Ukraine;1;2;"25031777900; 57211258518";0,5
225;Oles' Gonchar Dnepropetrovsk National University;1;1;57017710300;1
226;National Technical University of Ukraine - Kiev Polytechnic University;1;3;"6503933338; 47861385600; 7103297347";0,333333333
227;L. M. Litvinenko Institute of Physical Organic and Coal Chemistry;1;4;"15118949300; 6507374634; 36069943900; 7006086015";0,25
230;V. G. Lashkaryov Institute of Semiconductor Physics;1;1;26030007700;1
231;Odessa Astronomical Observatory;1;3;"6602400232; 6602639860; 6603794287";0,333333333
235;National Science Centre;1;6;"57190925737; 57197017748; 24314584200; 55195899600; 7006729820; 6602654335";0,166666667
237;University of Rennes 1;1;1;18042670600;1
238;Institute of Applied Problems in Physics and Biophysics;1;2;"9233802000; 16315878700";0,5
242;Postgraduate of State Economy and Technology;1;1;57216831949;1
246;Kremenchuk Institute at Dnepropetrovsk University of Economics and Law;1;1;7006162720;1
247;PT Pertamina Hulu Energi;1;2;"50961000600; 49862603800";0,5
251;Dept. of BME;1;2;"50461037400; 35298713200";0,5
254;Karpenko Physical-Mechanical Institute of NAS of Ukraine;1;2;"24479899900; 27868102000";0,5
255;false Polytechnic;1;1;50661458900;1
259;Department of General and Molecular Pathophysiology;1;6;"51863634000; 8655585700; 7006967434; 23976619100; 57189900833; 6602523327";0,166666667
260;Central (Pulkovo) Astronomical Observatory of RAS;1;1;7005104223;1
261;Technological Institute of the Dal East-Ukrainian University;1;5;"37664381700; 15841674800; 57202812637; 15841913300; 37666497400";0,2
262;Severodonets'Kyi NDIKhIMMASh Open Joint-Stock Company;1;1;15841603500;1
266;Dpt. of Informatics in Robotics;1;1;42161984600;1
267;Luts'k National Technical University;1;1;26538924800;1
269;N. E. Zhukovskii National Aerospace University (false);1;1;54079725800;1
270;false National University of Radioelectronics (KhNURE);1;2;"24479847300; 53863309500";0,5
272;Optic and Spectroscopy Department;1;2;"36070585400; 55394720600";0,5
273;Laser and Optoelectronic Technique Department;1;1;50562419200;1
275;Department of Laser Optics and Optoelectronics;1;1;54388510000;1
276;Institute of Chemical Technology;1;1;14325670500;1
277;S. I. Georgievsky Crimea State Medical University;1;1;19934064400;1
279;Zhukovskii National Aerospace University;1;1;6603134282;1
280;Marine Hydrophysical Institute of the Ukrainian Academy of Sciences;1;2;"42361363400; 35784884700";0,5
281;Marine Branch of the Ukrainian Scientific-Research Hydrometeorological Institute;1;4;"6701904012; 7007124791; 57215342539; 57215361570";0,25
284;Donetsk Institute for Physics and Engineering of the NAS of Ukraine;1;5;"7005497733; 6507693162; 7005477647; 57214768457; 9638355800";0,2
286;Mcchnikov Odessa National University;1;2;"35977467700; 24462501300";0,5
288;Kiev University of Ukraine;1;4;"54398538200; 54398511400; 54398706900; 54398690200";0,25
289;Qafqas University of Azerbaijan;1;1;54399211100;1
291;Research Institute of Physics;1;1;7102900136;1
297;Academy of Fire Safety;1;1;6506253755;1
298;Institute of Mechanics;1;1;6603780508;1
300;Ukrainian National Metallurgical Academy;1;3;"6603123805; 6603963980; 55539469700";0,333333333
303;Institute of Physics of NAS Ukraine;1;1;55976679700;1
306;Photonics Lab.;1;2;"7006066345; 54890742400";0,5
310;Ukrainian Centre of Environmental and Water Projects;1;1;23988580700;1
312;Ukrainian Center for Environmental and Water Projects (UCEWP);1;3;"54892001000; 7004066045; 54892001100";0,333333333
313;Ukrainian Radiation Protection Institute;1;1;25924160500;1
316;Institute of Program Systems;1;1;35177824000;1
317;The Solar-Terrestrial Centre of Excellence;1;1;8846520500;1
318;Department of Geology;1;1;11839520100;1
319;IFF;1;1;26428936000;1
323;Ukrainian Research Hydrometeorological Institute;1;1;54972165700;1
324;Faculty of Applied Mathematics and Computer Science;1;1;55897267800;1
326;Azovstal Metallurgical Combine;1;2;"6506849500; 6701863737";0,5
330;Laser and Optoelectronics Department;1;1;55062144100;1
331;Medical Center Medivin;1;1;55062144200;1
332;Department of Molecular Biophysics and Physiology;1;1;6506503915;1
333;Oles Honchar Dnepropetrovsk National University;1;1;6701786044;1
334;National Technical University of Ukraine false Polytechnical Institute;1;2;"6602776667; 7102931335";0,5
335;World Bank;1;1;6701473481;1
337;V. M. Glushkov Institute of Cybernetics of the National Academy of Science of Ukraine;1;3;"6602308178; 36053673600; 35319478800";0,333333333
338;Department of Library Science of Bibliography;1;1;55209009200;1
339;Scientific Research Institute Crimean Astronomical Observatory;1;2;"6602949854; 7006770354";0,5
340;Scientific Research Institute Nikolaev Astronomical Observatory;1;2;"24465449500; 6504426054";0,5
342;Scientific Research Institute of Astronomy;1;2;"26021753800; 26021682900";0,5
344;Scientific Research Institute Astronomical Observatory;1;2;"7801512784; 57191333142";0,5
348;false PolytechnicNational University;1;3;"57197694077; 35762706900; 55225949600";0,333333333
350;false National University of Radio and Electronics;1;1;55225982300;1
351;Scientific and Technical Center of Radio-Electronic Medical Equipment and Technologies;1;1;55226628000;1
352;Faculty of Computer Information Technologies;1;1;37122811800;1
353;Petro Sahaydachnyi Army Academy;1;3;"6507636334; 37122224300; 55225974400";0,333333333
354;CAD Dept.;1;1;7005343651;1
356;A. A. Shalimov National Institute of Surgery and Transplantology;1;2;"55225824700; 55226678600";0,5
357;Railway Hospital Darnica;1;3;"55226274700; 6507522691; 55225636900";0,333333333
358;Institute of Teleccommunications;1;1;55920578700;1
359;false National University of Radioelektronics;1;3;"56115079000; 55225879100; 55226029100";0,333333333
361;Odessa State Academy of Refrigeration;1;1;55225662900;1
362;Kharkov Air Force University;1;1;27867503300;1
364;TCS Department;1;2;"57217958747; 57196472070";0,5
365;Physico-Mechanical Institute of the NAS of Ukraine;1;2;"55225598300; 6507619885";0,5
368;Odessa National Academy of Telecommunications;1;2;"55226028000; 6602365712";0,5
370;Institute of Physics NAS of Ukraine;1;1;7101883783;1
372;Yuriy Fedkovych National University;1;3;"36682999900; 57205609427; 55225687900";0,333333333
375;Precarpathian National University;1;3;"24479274000; 57190194699; 36068911300";0,333333333
378;Dniepropetrovsk National University;1;1;55226376100;1
379;D. K. Zabolotny Institute of Microbiology and Virology;1;1;6701594610;1
381;Energomashspetsstal (EMSS) Company;1;3;"55218288300; 55217804700; 55218654800";0,333333333
382;Institute of Ecological Economics;1;1;22981645200;1
383;Precarpathian National Vasyl Stefanyk University;1;1;55922164200;1
384;South Ukrainian National Pedagogical University;1;1;7003364858;1
385;Ukrainian Institute of Agricultural Radiology;1;1;6701708576;1
386;Kharkov National University V.M. falsea;1;1;26530793400;1
391;Private Joint-Stock Company;1;1;55958479900;1
392;State Higher Educational Institution Ukrainian State University of Chemical Engineering;1;1;55320909200;1
393;N.S. Poliakov Institute of Geotechnical Mechanics;1;2;"56561259100; 57209577290";0,5
394;State Enterpise Ukrainan R and D Institute for Industrial Technology;1;2;"8915855500; 57197325005";0,5
395;Institute for Metal Physics NAS of Ukraine;1;2;"7101780292; 6701664433";0,5
396;Kiev State University of Technology and Design;1;1;57197486199;1
397;Feed-Food Ltd;1;1;7005199156;1
399;Faculty of Applied Mathematics and Informatics;1;1;55897267800;1
401;Public Joint-Stock Company;1;2;"55958479900; 57193569363";0,5
402;Scientific Research Institute of Mine-Rescue Work and Fire SafetyRespirator;1;2;"55340921800; 55341019100";0,5
405;Frantsevich Institute for Problems of Materials Science of NASU;1;2;"6508239524; 7005515562";0,5
406;Volodymyr Dal' East Ukrainian National University;1;1;7202049508;1
407;Peter Grunberg Institut;1;2;"9277565000; 7101954815";0,5
408;Nekrasov Institute for Ferrous Metallurgy;1;1;6505600072;1
412;Research Center for Radiation Medicine;1;5;"6603130136; 7003518498; 56465858000; 7005724983; 23493166200";0,2
413;Regional Oncology Clinic;1;1;55334663600;1
414;Department of Genomics and Immunology;1;1;19933776900;1
415;Institute of Applied Mathematics and Mechanics of NAS of Ukraine;1;1;8361519700;1
416;State Economic and Technologies Transport University;1;1;57861033200;1
420;ZAO Zaporozhskiy Zhelezorudny Kombinat;1;1;55437076500;1
424;National Radioelectronics University;1;3;"7801667873; 15833748100; 25650378900";0,333333333
425;Dal' East-Ukrainian National University;1;1;7003909045;1
426;Institute of the Ionosphere;1;3;"36092533000; 15060444800; 6603410837";0,333333333
427;Institute of Organic Chemistry National Academy of Sciences of Ukraine;1;1;55266122200;1
428;Dnepropetrovsk National University of Railway Transport;1;1;57208862593;1
429;PSTU;1;1;6602401280;1
430;DSMA;1;2;"6508271356; 55505781500";0,5
431;NMetAU;1;1;55505570800;1
432;JSC;1;1;55832331700;1
433;Bohdan Khmelnytsky National University of Cherkassy;1;4;"35364458800; 7006651537; 55489531200; 34067508100";0,25
435;Department of High and Applied Mathematics;1;1;8983573500;1
437;Academy of Science. Kiev;1;1;55946389000;1
438;National Aerospace University Named after N.Ye. Zhykovsky (false);1;1;23397933100;1
440;Kryvyi Rig National University;1;2;"57218716959; 55437874800";0,5
444;Electrical Engineering Department;1;1;7102138516;1
447;Prydniprovsk State Academy of Civil Engineering and Architecture;1;3;"6507115271; 55539600100; 55539935600";0,333333333
448;OJSC Yenakiyevskiy Iron and Steel Works;1;1;57191468048;1
449;Pryazovskiy State Technical University;1;1;55539425800;1
451;Department of Environmental Modeling;1;1;55943233300;1
458;Usikov's Institute of Radiophysics and Electronics;1;3;"14024633300; 6602782210; 55942786400";0,333333333
460;Astronomical Institute of Kharkov;1;4;"7003941622; 55489083000; 55491121800; 6508209235";0,25
461;Optical Eng. Dept.;1;1;6602467716;1
463;Applied Mathematics Research Centre;1;1;7005701674;1
466;International Research;1;1;56187840900;1
467;Data Processing Center of Southwestern Railways;1;1;55580999500;1
468;Pathology and Laboratory Medicine Service;1;1;22942083800;1
469;Starfleet Academy;1;1;8369744900;1
470;Zaporozh'Ye State Medical University;1;3;"25029980200; 55608438800; 6603937888";0,333333333
471;L'Vivs'ka Politekhnika National University;1;1;24075865300;1
472;Pidstryhach Institute for Applied Problems in Mechanics and Mathematics;1;2;"55534946900; 25225515600";0,5
473;TECHCOM GmbH in Ukraine;1;1;55460269600;1
474;Zaporozh'e State Medical University;1;2;"7102737846; 7004018962";0,5
475;Radio Astronomy Institute;1;3;"55386607400; 57218704719; 55318189000";0,333333333
476;Institute Molecular Biology and Genetics;1;2;"50161969300; 6507004007";0,5
477;Taurida National University Named after V. I.;1;2;"25026298600; 6603462300";0,5
478;Ecole Polytechnique Fédérale de Lausanne;1;1;7005594449;1
479;Department of Biomedical Engineering and Computational Science (BECS);1;1;57215789637;1
480;Kurdyumov Institute for Metal Physics;1;5;"16403452300; 6506336789; 55639370400; 6603005604; 55621486300";0,2
482;Odessa State University - OSENU;1;3;"6507708565; 6508238630; 16434502700";0,333333333
485;Glushkov Cybernetics Institute of NASU;1;1;55646075900;1
486;Open Internatioanl University 'Ukraine;1;1;7003741007;1
487;International Research and Training Center for Information Technologies and System National;1;1;7003741007;1
488;Research and Training Center of Information Technologies;1;1;55646002800;1
490;Dept 504;1;2;"58309781700; 7102438809";0,5
491;Laboratory of Biophysics of Ion Channels;1;2;"7003503916; 6504439824";0,5
493;Heat-and-Power Engineering Department;1;1;55598763700;1
496;D.F. Chebotarev State Institute of Gerontology;1;4;"55626302600; 41861685600; 6602970515; 6603146814";0,25
498;WebCenter of the Sumy State University;1;1;55737245300;1
499;Ukrainian Engineering-Pedagogical Academy;1;2;"15071821900; 56416237400";0,5
500;École Nationale Supérieure de Chimie de Rennes;1;1;35782411400;1
502;Preventive Archaeology Service;1;1;56638681000;1
503;Paton Electric Welding Institute;1;1;57471581200;1
504;Institute of Mathematics National Academy of Science of Ukraine;1;2;"8951945900; 16413458400";0,5
505;Institute of Mechanics National Academy of Science of Ukraine;1;1;7101939674;1
506;Department of Technology of Organic Materials;1;1;6506688956;1
507;Institute of Biocolloid Chemistry;1;2;"56819218500; 6701844448";0,5
508;Department of Radiation Psychoneurology;1;1;6602894721;1
509;Public Joint Stock Company Shakhta im. A.F. Zasyadko;1;1;55553106400;1
511;Pulyui Ternopol National Technical University;1;3;"25638742300; 55520720900; 15521025800";0,333333333
513;Department of Human Genomics;1;4;"7005619926; 24074744100; 7103139838; 41361785500";0,25
515;Research Institute of Biology;1;2;"35302624500; 7006571174";0,5
519;Clinics of Obstetrics and Gynaecology;1;1;35483335500;1
